"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"S84G9XNA","newspaperArticle","2019","Vulser, Nicole","Les musées face au défi de la surfréquentation","Le Monde","","","","https://www.lemonde.fr/economie/article/2019/10/29/les-musees-face-au-defi-de-la-surfrequentation_6017256_3234.html","Billets préréservés, multiplication des points d’entrée, recours à la mécanique des fluides... les musées s’adaptent à des affluences record.","2019-10-29","2019-11-06 19:43:20","2020-02-25 12:27:53","2019-11-06 19:43:20","","","","","","","","","","","","","","fr","","","","","Le Monde","","","","/home/diegodlh/Zotero/storage/5R3F2L47/les-musees-face-au-defi-de-la-surfrequentation_6017256_3234.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GFJA8EI6","webpage","2020","Cairns, Puawai","Decolonise or indigenise: moving towards sovereign spaces and the Māorification of New Zealand museology","Museum of New Zealand Te Papa Tongarewa","","","","https://blog.tepapa.govt.nz/2020/02/10/decolonise-or-indigenise-moving-towards-sovereign-spaces-and-the-maorification-of-new-zealand-museology/","Sustainable indigenised practice in colonial museum models – is there such a thing? Kaihāpai Mātauranga Māori | Head of Mātauranga Māori Puawai Cairns explores the question.Read more","2020-02-10","2020-02-16 20:12:59","2020-02-25 12:26:29","2020-02-16 20:12:55","","","","","","","Decolonise or indigenise","","","","","","","en-NZ","","","","","","","","","/home/diegodlh/Zotero/storage/UCD55JJ2/decolonise-or-indigenise-moving-towards-sovereign-spaces-and-the-maorification-of-new-zealand-m.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BW9J28RU","magazineArticle","2019","McGivern, Hannah","How to make museums more accessible for disabled people? Ask them","The Art Newspaper","","","","http://www.theartnewspaper.com/news/how-to-make-museums-more-accessible","Research groups have designed new technologies and initiatives for the V&A, Kunsthistorisches Museum and Thyssen-Bornemisza","2019-12-10","2019-12-11 14:11:02","2020-02-25 12:25:49","2019-12-11 14:11:02","","","","","","","How to make museums more accessible for disabled people?","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/9QKCC3BL/how-to-make-museums-more-accessible.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CE8L9XAW","blogPost","2019","Fauconnier, Sandra","Data Roundtripping: a new frontier for GLAM-Wiki collaborations – Wikimedia Space","Wikimedia Space","","","","https://space.wmflabs.org/2019/12/13/data-roundtripping-a-new-frontier-for-glam-wiki-collaborations/","","2019-12-13","2019-12-18 12:50:15","2020-02-25 12:25:13","2019-12-18 12:50:15","","","","","","","Data Roundtripping","","","","","","","en","","","","","","","","","/home/diegodlh/Zotero/storage/3WM2LU5J/data-roundtripping-a-new-frontier-for-glam-wiki-collaborations.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z9VYV3M3","webpage","","Association of Critical Heritage Studies","History","Association of Critical Heritage Studies","","","","https://www.criticalheritagestudies.org/history","","","2019-12-02 13:35:22","2020-02-25 12:24:43","2019-12-02 13:35:22","","","","","","","","","","","","","","en-US","","","","","","","","","/home/diegodlh/Zotero/storage/3ZCRQP5C/history.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QJ2V8AME","book","2013","Elster Pantalony, Rina","Managing intellectual property for museums: guide","","978-92-805-2431-4","","","","","2013","2020-02-25 12:23:18","2020-02-25 12:23:30","","","68","","","","","Managing intellectual property for museums","Publication / OMPI","1001E","","","WIPO","Geneva","en","","","","","Gemeinsamer Bibliotheksverbund ISBN","","OCLC: 935883320","","/home/diegodlh/Zotero/storage/DF543PHR/Elster Pantalony - 2013 - Managing intellectual property for museums guide.pdf","","","","","","","","","","","","","","","","","","","","","","","2013 ed","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7G2BFYJU","webpage","","IFLA","IFLA Strategy 2019-2024","","","","","https://www.ifla.org/files/assets/hq/gb/strategic-plan/ifla-strategy-2019-2024-en.pdf","","","2020-02-25 12:22:25","2020-02-25 12:22:39","2020-01-07 15:34:01","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/CQGKIN8R/ifla-strategy-2019-2024-en.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZM7E97KU","blogPost","2018","Khan, Mehtab","Traditional Knowledge and the Commons: The Open Movement, Listening, and Learning","Creative Commons","","","","https://creativecommons.org/2018/09/18/traditional-knowledge-and-the-commons-the-open-movement-listening-and-learning/","CC licenses and public domain tools help individuals, organisations, and public institutions better disseminate digital resources and data, breaking down the typical barriers associated with traditional “all rights reserved” copyright. At the same time, CC licenses can’t do everything for everyone. First, the licenses operate in the sphere of copyright and similar rights. They do … Read More ""Traditional Knowledge and the Commons: The Open Movement, Listening, and Learning""","2018-09-18","2019-12-18 13:13:48","2020-02-25 12:22:11","2019-12-18 13:13:48","","","","","","","Traditional Knowledge and the Commons","","","","","","","en-US","","","","","","","","","/home/diegodlh/Zotero/storage/EZ8DEQSD/traditional-knowledge-and-the-commons-the-open-movement-listening-and-learning.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4B5KD5MC","book","2016","","Indigenous Notions of Ownership and Libraries, Archives and Museums","","","","","https://www.ifla.org/publications/ifla-publications-series-166","","2016","2020-01-24 01:17:13","2020-02-25 12:21:39","2020-01-24 01:17:13","","","","","","","","IFLA Publication Series","","","","De Gruyter Saur","Berlin/Munich","","","","","","","","","","/home/diegodlh/Zotero/storage/Q4HXLZAX/ifla-publications-series-166.html","","","","Callison, Camille; Roy, Loriene; LeCheminant, Gretchen Alice","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3VW67ERV","document","2019","Pringle, Jonathan","Northern Arizona University's Cline Library and the Protocols","","","","","https://www2.archivists.org/sites/all/files/Case_2_NAU_Cline_Library_and_Protocols.pdf","This case study examines how Northern Arizona University’s Cline Library has responded to the Protocols for Native American Archival Materialssince their publication in 2006 and uses examples to support specific recommendations such as building relationships of mutual respect, striving for balance in content and perspectives, accessibility and use, providing context, copying and repatriation, research protocols, and awareness of issues.","2019-04","2020-02-25 12:18:50","2020-02-25 12:19:30","2020-02-25 12:18:45","","","","","","","","","","","","Society of American Archivists","","","","","","","","","","","/home/diegodlh/Zotero/storage/Y8DCIKU2/Case_2_NAU_Cline_Library_and_Protocols.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7WWIRY9X","document","2019","Carpenter, Brian","Archival Initiatives for the Indigenous Collections at the American Phiosophical Society","","","","","https://www2.archivists.org/sites/all/files/Case_1_Archival_Initiatives_for_Indiginous_Collections.pdf","This case study describes a series of initiatives at the American Philosophical Society Library (APS) to provide more meaningful and appropriate access to its extensive collections of Native American archival materials. These initiatives included projects to digitize and more accurately describe key parts of the collections, to assess its researcher constituencies, and to collaborate with Indigenous communities. It draws connections between these initiatives and the best practices recommendations of theProtocols for Native American Archival Materials, and describes the development and implementation of the APS’s own guidelinesfor identifying culturally sensitive materials within its collections through guidance from Indigenous communities. The case study concludes with findings on the approachability and accessibility of non-Native archives, the institutional impact of putting policies into place that draw from theProtocols, and approaches archives can take to implementing these approaches at whatever scale.","2019-02","2020-02-25 12:17:11","2020-02-25 12:18:16","2020-02-25 12:17:07","","","","","","","","","","","","Society of American Archivists","","","","","","","","","","","/home/diegodlh/Zotero/storage/N7FF66DC/Case_1_Archival_Initiatives_for_Indiginous_Collections.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4YT2KDMN","blogPost","2018","Wenman, Cosmo","Rodin’s Thinker 3D Scan Access Effort","Cosmo Wenman","","","","https://cosmowenman.com/bmamuseerodinthinker3dscan/","June 24, 2019 For two years I’ve been trying to gain access to 3D scans of Rodin’s Thinker, which is a work in the public domain. My inquiries with the Baltimore Museum of Art revealed …","2018-04-25","2019-12-13 02:42:53","2020-02-25 12:15:46","2019-12-13 02:42:49","","","","","","","","","","","","","","en","","","","","","","","","/home/diegodlh/Zotero/storage/2X69RYCF/bmamuseerodinthinker3dscan.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LSCLCZFB","webpage","","SCANN","Open Access","Cuseum","","","","https://cuseum.com/open-access","Open Access","","2019-12-09 19:28:17","2020-02-25 12:15:13","2019-12-09 19:28:11","","","","","","","","","","","","","","en-US","","","","","","","","","/home/diegodlh/Zotero/storage/5GMTIIFJ/open-access.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J8X89A5S","webpage","","SCANN","Map the GLAM - Meta","","","","","https://meta.wikimedia.org/wiki/Map_the_GLAM","","","2019-11-06 19:46:45","2020-02-25 12:15:07","2019-11-06 19:46:45","","","","","","","","","","","","","","en","","","","","","","","","/home/diegodlh/Zotero/storage/8BL55EGJ/Map_the_GLAM.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DCWB84FA","blogPost","","SCANN","Presentation Slides - ""Archives, Access and AI"" conference","","","","","https://www.poetrysurvival.com/2020/01/presentation-slides-archives-access-and.html","Missed the ""Archives, Access and AI"" conference #ArAcAi  in mid-January?  Here are the slides shared by our very generous presenters:  ...","","2020-02-04 23:30:06","2020-02-25 12:15:01","2020-02-04 23:30:06","","","","","","","","","","","","","","en","","","","","","","","","/home/diegodlh/Zotero/storage/UAPGHHVG/presentation-slides-archives-access-and.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
